Artist,Track,URL,MP3_Path,Debut,Max,Mean,Std,Length,Sum,Skewness,Kurtosis
DOBERMAN INFINITY,INFINITY,https://open.spotify.com/track/7nXAWXHOG0OCurJ8zkaS2S,./downloaded_mp3/DOBERMAN INFINITY_INFINITY.mp3,21,45,20.8,15.71,5,104,0.37,-1.46
Hey!Say!JUMP,ウィークエンダー,https://open.spotify.com/track/3CvSybk3z3kJonHDqhrMU3,./downloaded_mp3/Hey!Say!JUMP_ウィークエンダー.mp3,100,100,67.71,28.45,7,474,-0.3,-1.81
ポルノグラフィティ,俺たちのセレブレーション,https://open.spotify.com/track/2yfAUDifm2xaykry8YGjsQ,./downloaded_mp3/ポルノグラフィティ_俺たちのセレブレーション.mp3,95,95,74.75,15.44,4,299,0.24,-1.91
WHITE JAM,ウソツキ,https://open.spotify.com/track/06mcBq7IJHCm6JJdFfbKx3,./downloaded_mp3/WHITE JAM_ウソツキ.mp3,68,95,75.43,19.05,7,528,-0.75,-0.84
Suck a Stew Dry,僕らの自分戦争,https://open.spotify.com/track/1iA1yh1rhNfMMzObzG5Ite,./downloaded_mp3/Suck a Stew Dry_僕らの自分戦争.mp3,58,59,47.67,18.77,3,143,-0.38,-2.33
May J.,本当の恋,https://open.spotify.com/track/2UkBXz6XSKXLBl567omooU,./downloaded_mp3/May J._本当の恋.mp3,56,95,69.75,17.52,8,558,-0.21,-1.29
USAGI,ここから,https://open.spotify.com/track/5F4mTKoxusHTTWg346B6hL,./downloaded_mp3/USAGI_ここから.mp3,51,51,22.0,25.12,3,66,0.38,-2.33
RADWIMPS,セプテンバーさん,https://open.spotify.com/track/0D2ZQ5DKyys3UPAfeKpvwp,./downloaded_mp3/RADWIMPS_セプテンバーさん.mp3,15,54,27.17,19.11,6,163,0.5,-1.91
BLUE ENCOUNT,MEMENTO,https://open.spotify.com/track/0IzLThRvnVFIMHmiMcPGP9,./downloaded_mp3/BLUE ENCOUNT_MEMENTO.mp3,10,54,32.75,18.03,4,131,-0.09,-1.88
E-girls,Highschool love,https://open.spotify.com/track/0WCmjKDgKZS3klLGXVY6tf,./downloaded_mp3/E-girls_Highschool love.mp3,97,97,56.27,35.82,11,619,-0.22,-1.86
JUJU,ラストシーン,https://open.spotify.com/track/5Vk28pnB76gn0pYSDHOFdo,./downloaded_mp3/JUJU_ラストシーン.mp3,91,96,61.77,33.82,13,803,-0.33,-1.77
SawanoHiroyuki[nZk],aLIEz,https://open.spotify.com/track/0w0LzMyUvgRYqYehX77UE7,./downloaded_mp3/SawanoHiroyuki[nZk]_aLIEz.mp3,80,80,43.33,39.21,3,130,-0.12,-2.33
tacica,LEO,https://open.spotify.com/track/2LIG7ArCZBd3lySwBEGd0q,./downloaded_mp3/tacica_LEO.mp3,77,77,56.5,18.95,4,226,0.05,-2.33
ナオト・インティライミ,LIFE,https://open.spotify.com/track/0XtwkH2z5vdnluXAYNVcJ7,./downloaded_mp3/ナオト・インティライミ_LIFE.mp3,63,91,62.62,29.96,8,501,-0.81,-0.78
indigo la End,瞳に映らない,https://open.spotify.com/track/78GlvywVNzgEx3azcxXmh0,./downloaded_mp3/indigo la End_瞳に映らない.mp3,45,88,55.83,19.0,6,335,0.46,-1.19
赤い公園,NOW ON AIR,https://open.spotify.com/track/26ET1M21sUgAr9b9FDDfhz,./downloaded_mp3/赤い公園_NOW ON AIR.mp3,35,84,53.83,28.08,6,323,-0.4,-1.55
AAA,さよならの前に,https://open.spotify.com/track/7vwXjDrZT2mqiFynlEwwgG,./downloaded_mp3/AAA_さよならの前に.mp3,98,98,42.69,27.14,29,1238,0.53,-1.03
氷川きよし,ちょいときまぐれ渡り鳥,https://open.spotify.com/track/0R2NA3c2BjD1yO7mvx8H4W,./downloaded_mp3/氷川きよし_ちょいときまぐれ渡り鳥.mp3,97,97,56.0,33.64,4,224,0.08,-2.03
コブクロ,Twilight,https://open.spotify.com/track/05mJUr12tYOWN9e4Ixr2RE,./downloaded_mp3/コブクロ_Twilight.mp3,31,73,42.0,27.28,5,210,0.18,-2.18
I Don't Like Mondays.,Perfect Night,https://open.spotify.com/track/66SV1zMz1Y9k4kB1ep2wuc,./downloaded_mp3/I Don't Like Mondays._Perfect Night.mp3,14,63,42.75,23.56,4,171,-0.2,-2.21
いきものがかり,熱情のスペクトラム,https://open.spotify.com/track/1hyuVqyPEuUTjulIemtRft,./downloaded_mp3/いきものがかり_熱情のスペクトラム.mp3,10,95,44.67,30.26,15,670,0.44,-1.47
フレデリック,オドループ,https://open.spotify.com/track/70deSMfvYqELhxcTnOlvuW,./downloaded_mp3/フレデリック_オドループ.mp3,1,23,12.25,9.71,4,49,-0.04,-2.15
V6,Sky's The Limit,https://open.spotify.com/track/5GaTByIB9Qw7chUplwswTO,./downloaded_mp3/V6_Sky's The Limit.mp3,100,100,54.33,49.94,3,163,-0.15,-2.33
SEKAI NO OWARI,Dragon Night,https://open.spotify.com/track/4XdzCpY4Ekv5SezuuFpBDG,./downloaded_mp3/SEKAI NO OWARI_Dragon Night.mp3,99,99,59.75,34.34,52,3107,-0.3,-1.59
GOT7,AROUND THE WORLD,https://open.spotify.com/track/6UPBVt00yEZqwUB6RUUp69,./downloaded_mp3/GOT7_AROUND THE WORLD.mp3,97,97,85.25,11.03,4,341,-0.11,-2.13
三代目 J Soul Brothers from EXILE TRIBE,C.O.S.M.O.S.〜秋桜〜,https://open.spotify.com/track/4UfS27xkSFVraW6rENIa9m,./downloaded_mp3/三代目 J Soul Brothers from EXILE TRIBE_C.O.S.M.O.S.〜秋桜〜.mp3,96,99,53.36,33.82,14,747,-0.18,-1.45
西野カナ,好き,https://open.spotify.com/track/0o3Qt0eAqvHHnkSlzGKg9Q,./downloaded_mp3/西野カナ_好き.mp3,94,97,50.52,22.83,58,2930,0.1,-0.56
EXILE SHOKICHI,The One,https://open.spotify.com/track/67Pak81VE96ySEP01tSVAy,./downloaded_mp3/EXILE SHOKICHI_The One.mp3,92,92,64.0,30.2,3,192,-0.13,-2.33
木村カエラ,TODAY IS A NEW DAY,https://open.spotify.com/track/3Oxo7UdpLTNogjAGMZKRPb,./downloaded_mp3/木村カエラ_TODAY IS A NEW DAY.mp3,91,91,62.25,25.29,8,498,-0.4,-1.62
綾野ましろ,ideal white,https://open.spotify.com/track/0Fu5JJS8meQPfQ7TgQFFP2,./downloaded_mp3/綾野ましろ_ideal white.mp3,89,89,53.4,30.25,5,267,-0.19,-1.8
水樹奈々,禁断のレジスタンス,https://open.spotify.com/track/1Ri399EucsujfZgNZ6jyfe,./downloaded_mp3/水樹奈々_禁断のレジスタンス.mp3,85,96,50.0,39.58,6,300,0.0,-2.14
内田真礼,ギミー!レボリューション,https://open.spotify.com/track/1iWzBC9N65g0kGSosHaeUs,./downloaded_mp3/内田真礼_ギミー!レボリューション.mp3,83,83,50.33,35.23,3,151,-0.13,-2.33
AKINO with bless4,エクストラ・マジック・アワー,https://open.spotify.com/track/1ZmPGCrEgqC0L7n7iccY0y,./downloaded_mp3/AKINO with bless4_エクストラ・マジック・アワー.mp3,82,82,53.0,25.32,4,212,0.0,-2.12
ゲスの極み乙女。,デジタルモグラ,https://open.spotify.com/track/1eh5HWka5WxZ9Tw3BNwgvV,./downloaded_mp3/ゲスの極み乙女。_デジタルモグラ.mp3,79,88,48.0,29.51,9,432,0.13,-1.92
KEYTALK,MONSTER DANCE,https://open.spotify.com/track/3yEI3RhrEfWfhFOfu154M1,./downloaded_mp3/KEYTALK_MONSTER DANCE.mp3,78,78,45.0,37.0,3,135,-0.18,-2.33
阿部真央,それぞれ歩き出そう,https://open.spotify.com/track/3vHuBjDL1K9MsgWe64iNJD,./downloaded_mp3/阿部真央_それぞれ歩き出そう.mp3,77,77,59.33,16.62,3,178,0.14,-2.33
グッドモーニングアメリカ,inトーキョーシティ,https://open.spotify.com/track/7e9qdl0H05vNQkkg7O8C7F,./downloaded_mp3/グッドモーニングアメリカ_inトーキョーシティ.mp3,75,75,48.25,20.61,4,193,0.19,-1.89
スガシカオ,モノラルセカイ,https://open.spotify.com/track/5iDTwy7efAFdS6d78pG4mk,./downloaded_mp3/スガシカオ_モノラルセカイ.mp3,71,71,47.75,30.63,4,191,-0.64,-1.76
竹原ピストル,RAIN,https://open.spotify.com/track/1VEybhmcSTJPiu66r1WIFP,./downloaded_mp3/竹原ピストル_RAIN.mp3,67,67,51.33,14.64,3,154,0.16,-2.33
aiko,あたしの向こう,https://open.spotify.com/track/6rWMCmAdFE8ev3cM33JLOL,./downloaded_mp3/aiko_あたしの向こう.mp3,65,96,56.0,27.04,10,560,-0.44,-0.93
Superfly,愛をからだに吹き込んで,https://open.spotify.com/track/0pyPxN0hJadw8qHtVnxhKH,./downloaded_mp3/Superfly_愛をからだに吹き込んで.mp3,55,89,58.47,17.87,15,877,-0.17,-1.08
VAMPS,VAMPIRE'S LOVE,https://open.spotify.com/track/4UVZdFtB8Og6WWGBX8Uv6H,./downloaded_mp3/VAMPS_VAMPIRE'S LOVE.mp3,52,96,58.5,25.48,4,234,0.67,-1.74
GLAY,百花繚乱,https://open.spotify.com/track/6V3Mp7lJrx1OSpTewsIOaF,./downloaded_mp3/GLAY_百花繚乱.mp3,50,92,34.6,36.79,5,173,0.57,-1.65
JiLL-Decoy association,Freedom Express,https://open.spotify.com/track/0csg94Al1VzfBVdnPbHyZk,./downloaded_mp3/JiLL-Decoy association_Freedom Express.mp3,41,50,38.33,13.2,3,115,-0.19,-2.33
HY,あなたを想う風,https://open.spotify.com/track/5x7tM4dQnGZxw2bfxhHOlo,./downloaded_mp3/HY_あなたを想う風.mp3,39,79,53.55,22.81,11,589,-0.54,-0.95
Little Glee Monster,放課後ハイファイブ,https://open.spotify.com/track/5AebK9IriNivezCJgmYKqA,./downloaded_mp3/Little Glee Monster_放課後ハイファイブ.mp3,33,80,51.25,22.75,4,205,0.26,-2.15
Large House Satisfaction,Stand by you,https://open.spotify.com/track/5N9GgFGg4dSbUgUS4nLUoA,./downloaded_mp3/Large House Satisfaction_Stand by you.mp3,32,42,28.25,11.5,4,113,0.04,-2.04
黒崎真音,楽園の翼,https://open.spotify.com/track/6KBn9SNNNugvY9ZocW4EMX,./downloaded_mp3/黒崎真音_楽園の翼.mp3,30,74,38.67,31.9,3,116,0.25,-2.33
椎名林檎,ありきたりな女,https://open.spotify.com/track/6LGMxvWoD9ITPGeoIiVk2l,./downloaded_mp3/椎名林檎_ありきたりな女.mp3,25,55,31.83,19.8,6,191,0.15,-1.97
moumoon,BF,https://open.spotify.com/track/65NYp3R03pyLAcSFEXKnPo,./downloaded_mp3/moumoon_BF.mp3,3,30,18.25,12.97,4,73,-0.14,-2.26
徳永英明,さよならの向う側,https://open.spotify.com/track/2l6CR3gEMx6gN77L5Sj2QT,./downloaded_mp3/徳永英明_さよならの向う側.mp3,71,71,35.33,34.12,3,106,0.1,-2.33
C & K,終わりなき輪舞曲,https://open.spotify.com/track/7pN394dbcd2YYK9ciIyry0,./downloaded_mp3/C & K_終わりなき輪舞曲.mp3,27,27,21.67,8.39,3,65,-0.38,-2.33
ケラケラ,ケラケラじゃんけん,https://open.spotify.com/track/5xwbLMW6DIqdy637lr83Lt,./downloaded_mp3/ケラケラ_ケラケラじゃんけん.mp3,1,72,25.2,27.78,5,126,0.78,-1.24
μ's,Shangri-La Shower,https://open.spotify.com/track/4JArDPKuknwKPkBNnTouur,./downloaded_mp3/μ's_Shangri-La Shower.mp3,97,97,56.33,42.06,3,169,-0.06,-2.33
フレンチ・キス,思い出せない花,https://open.spotify.com/track/2zqNCvnj3XBqQ1EKSwfvMD,./downloaded_mp3/フレンチ・キス_思い出せない花.mp3,96,96,66.0,36.06,3,198,-0.26,-2.33
ET-KING,ギフト,https://open.spotify.com/track/58oZnEFcAVvxszG4TJs513,./downloaded_mp3/ET-KING_ギフト.mp3,37,47,41.67,5.03,3,125,0.13,-2.33
東方神起,Time Works Wonders,https://open.spotify.com/track/4LyKHXvHK5F0uPl3rz1PTS,./downloaded_mp3/東方神起_Time Works Wonders.mp3,99,100,94.29,6.37,7,660,-0.35,-1.97
家入レオ,Silly,https://open.spotify.com/track/2v2TMVCteyuvTSvrAC3mxg,./downloaded_mp3/家入レオ_Silly.mp3,98,98,61.0,33.88,15,915,-0.37,-1.58
Goose house,光るなら,https://open.spotify.com/track/2BlDX1yfT0ea5wo0vjCKKa,./downloaded_mp3/Goose house_光るなら.mp3,96,96,32.69,32.67,13,425,0.71,-1.18
シェネル,Happiness,https://open.spotify.com/track/55JlyXw6KeFeVC9d9uCZ2K,./downloaded_mp3/シェネル_Happiness.mp3,95,99,73.24,25.17,21,1538,-0.79,-0.76
EGOIST,Fallen,https://open.spotify.com/track/1uY5PG3A2gowDEzP1g703X,./downloaded_mp3/EGOIST_Fallen.mp3,93,93,46.4,37.63,5,232,0.02,-2.03
Kalafina,believe,https://open.spotify.com/track/69AJEvfkQjhjkKJRASOnTr,./downloaded_mp3/Kalafina_believe.mp3,91,91,60.67,33.95,3,182,-0.18,-2.33
槇原敬之,Fall,https://open.spotify.com/track/6OdfnMXRyPg5I23X2gT8My,./downloaded_mp3/槇原敬之_Fall.mp3,88,88,61.14,27.61,7,428,-0.66,-1.35
SCANDAL,Image,https://open.spotify.com/track/0E3W5Fiwa8ZOuF8CPcKSAS,./downloaded_mp3/SCANDAL_Image.mp3,87,87,63.0,25.06,3,189,-0.08,-2.33
スキマスイッチ,パラボラヴァ,https://open.spotify.com/track/6YIkwjfMVZa9TWUUA1NvwZ,./downloaded_mp3/スキマスイッチ_パラボラヴァ.mp3,81,81,55.25,22.04,4,221,-0.07,-1.95
KinKi Kids,鍵のない箱,https://open.spotify.com/track/1PU0JbV5ic1f4OfuGvjKk5,./downloaded_mp3/KinKi Kids_鍵のない箱.mp3,80,100,62.5,37.39,4,250,-0.3,-1.97
AKB48,希望的リフレイン,https://open.spotify.com/track/635CphQ5L3dZGLPVZXTT62,./downloaded_mp3/AKB48_希望的リフレイン.mp3,78,100,63.08,31.74,13,820,-0.54,-1.16
いきものがかり,GOLDEN GIRL,https://open.spotify.com/track/1c8rNXACV2DxBmhsAL3SDM,./downloaded_mp3/いきものがかり_GOLDEN GIRL.mp3,75,93,43.1,28.78,10,431,0.36,-1.41
浜端ヨウヘイ,結-yui-,https://open.spotify.com/track/5Jb1oRG2CKiuPrIgiNuhuU,./downloaded_mp3/浜端ヨウヘイ_結-yui-.mp3,71,83,75.25,8.73,4,301,-0.14,-2.27
ゴスペラーズ,クリスマス・クワイア,https://open.spotify.com/track/6l20RsOR8mY5pp9nTf56zB,./downloaded_mp3/ゴスペラーズ_クリスマス・クワイア.mp3,65,65,32.83,17.45,6,197,0.86,-0.93
Flower,秋風のアンサー,https://open.spotify.com/track/2OluMUnDvlFDQelmaJoseb,./downloaded_mp3/Flower_秋風のアンサー.mp3,60,97,57.0,29.7,4,228,0.35,-1.94
中島みゆき,麦の唄,https://open.spotify.com/track/07OPtQZ4JQPHiAfwN0JhFE,./downloaded_mp3/中島みゆき_麦の唄.mp3,58,92,59.09,28.12,11,650,-0.62,-1.07
NMB48,らしくない,https://open.spotify.com/track/1553zCVtft5wo7J5dXMeMi,./downloaded_mp3/NMB48_らしくない.mp3,55,99,61.6,36.2,5,308,-0.48,-1.54
凛として時雨,Enigmatic Feeling,https://open.spotify.com/track/0YHTrd78qCsMhzmgBHiZ28,./downloaded_mp3/凛として時雨_Enigmatic Feeling.mp3,53,96,60.75,31.26,4,243,-0.11,-2.0
ももちひろこ,もしもの話,https://open.spotify.com/track/52BFsqXTZDn8l7Afu5fwGO,./downloaded_mp3/ももちひろこ_もしもの話.mp3,52,63,45.75,14.66,4,183,0.08,-2.16
BUMP OF CHICKEN,パレード,https://open.spotify.com/track/3eUs41LKngfnD76Ud3zbnb,./downloaded_mp3/BUMP OF CHICKEN_パレード.mp3,50,93,58.33,28.26,6,350,-0.03,-1.85
サカナクション,さよならはエモーション,https://open.spotify.com/track/5AKfkVoqjbksuQ7OBcK7eo,./downloaded_mp3/サカナクション_さよならはエモーション.mp3,48,97,67.2,25.17,5,336,-0.14,-1.99
Czecho No Republic,Oh Yeah!!!!!!!,https://open.spotify.com/track/24ad7rcac50QyPrGiaKiv6,./downloaded_mp3/Czecho No Republic_Oh Yeah!!!!!!!.mp3,38,79,41.0,36.59,3,123,0.08,-2.33
go!go!vanillas,マジック,https://open.spotify.com/track/4CRTVdNrBMTsp9cx8wNwkg,./downloaded_mp3/go!go!vanillas_マジック.mp3,36,75,50.25,27.86,4,201,-0.13,-2.29
E-girls,Mr.Snowman,https://open.spotify.com/track/6bje0FcZbRCcillw3OGu9V,./downloaded_mp3/E-girls_Mr.Snowman.mp3,32,98,67.08,29.29,13,872,-0.43,-1.59
Dream,ダーリン,https://open.spotify.com/track/4Vq8wKS7cHhpZ14tkDphGm,./downloaded_mp3/Dream_ダーリン.mp3,14,88,57.33,38.59,3,172,-0.29,-2.33
KANA-BOON,シルエット,https://open.spotify.com/track/1di1C0QI6Y92yZPYn6XYAZ,./downloaded_mp3/KANA-BOON_シルエット.mp3,9,92,39.61,28.66,23,911,0.18,-1.49
Dream5 + ブリー隊長,ダン・ダン ドゥビ・ズバー!,https://open.spotify.com/track/1lrROShLFgV3vckEBAVawP,./downloaded_mp3/Dream5 + ブリー隊長_ダン・ダン ドゥビ・ズバー!.mp3,6,98,51.8,40.98,5,259,-0.08,-2.14
GARNiDELiA,BLAZING,https://open.spotify.com/track/7veiuBU6DKOWOAUwkIAptI,./downloaded_mp3/GARNiDELiA_BLAZING.mp3,90,90,62.0,27.06,3,186,0.07,-2.33
大原櫻子,サンキュー。,https://open.spotify.com/track/35k7IMldrIjiLwaWdxWyNG,./downloaded_mp3/大原櫻子_サンキュー。.mp3,8,86,49.4,32.55,5,247,-0.13,-2.04
BUMP OF CHICKEN,ファイター,https://open.spotify.com/track/6QTvkIUU6qlxKbzqxYbrqh,./downloaded_mp3/BUMP OF CHICKEN_ファイター.mp3,97,97,79.25,23.19,4,317,-0.57,-1.83
東京パフォーマンスドール,DREAM TRIGGER,https://open.spotify.com/track/5fvYT0I3pKXH7qoX7nVLKl,./downloaded_mp3/東京パフォーマンスドール_DREAM TRIGGER.mp3,91,91,49.67,36.3,3,149,0.34,-2.33
LIFriends,仲間,https://open.spotify.com/track/2TQqwg9lEO5vpom9SUxyNd,./downloaded_mp3/LIFriends_仲間.mp3,64,64,37.67,27.57,3,113,-0.08,-2.33
スキマスイッチ,星のうつわ,https://open.spotify.com/track/1LvDAt1OMaVlpJLedK9qv2,./downloaded_mp3/スキマスイッチ_星のうつわ.mp3,10,94,46.71,37.16,7,327,0.06,-2.0
戸松遥,courage,https://open.spotify.com/track/6VcB4JudF8TFcbobm9TDCR,./downloaded_mp3/戸松遥_courage.mp3,98,98,66.0,29.89,5,330,-0.22,-1.93
Silent Siren,恋い雪,https://open.spotify.com/track/1CVIIdxEPHHWOfj4LufLzN,./downloaded_mp3/Silent Siren_恋い雪.mp3,91,91,70.0,20.94,4,280,-0.41,-1.83
Mitsuru Matsuoka EARNEST DRIVE,SURPRISE-DRIVE,https://open.spotify.com/track/3tDAE08rX2Rnsg7Hp943f1,./downloaded_mp3/Mitsuru Matsuoka EARNEST DRIVE_SURPRISE-DRIVE.mp3,87,87,53.67,36.3,3,161,-0.14,-2.33
indigo la End,さよならベル,https://open.spotify.com/track/026RC2SRsThVErni7brXyQ,./downloaded_mp3/indigo la End_さよならベル.mp3,54,84,52.2,19.21,5,261,0.71,-1.34
SKE48,12月のカンガルー,https://open.spotify.com/track/6xQj7kvg9zLarWFrgz6HtN,./downloaded_mp3/SKE48_12月のカンガルー.mp3,53,99,59.83,35.05,6,359,-0.23,-1.83
浜崎あゆみ,Movin' on without you,https://open.spotify.com/track/7aLMYOA41mr6G4JdK4Ay0p,./downloaded_mp3/浜崎あゆみ_Movin' on without you.mp3,65,65,37.0,31.43,3,111,-0.18,-2.33
いきものがかり,キラリ,https://open.spotify.com/track/6dUkvdYPXG0OHRyIwNdJAz,./downloaded_mp3/いきものがかり_キラリ.mp3,62,82,54.5,27.75,6,327,-0.39,-1.93
木村カエラ,sonic manic,https://open.spotify.com/track/3kJ2wfBfJG4227cbACMMB5,./downloaded_mp3/木村カエラ_sonic manic.mp3,43,79,52.25,22.35,4,209,0.06,-2.07
藤巻亮太,ing,https://open.spotify.com/track/7HUJTR9VhxyPQ4AHrwc8AL,./downloaded_mp3/藤巻亮太_ing.mp3,7,77,49.0,33.51,4,196,-0.24,-2.17
cero,Orphans,https://open.spotify.com/track/5UHLQuObG0omP6vN0P73Gu,./downloaded_mp3/cero_Orphans.mp3,53,53,31.67,19.14,3,95,0.27,-2.33
back number,ヒロイン,https://open.spotify.com/track/3hBAYbAECEix9raaTq8S3H,./downloaded_mp3/back number_ヒロイン.mp3,7,99,38.69,27.18,101,3908,0.52,-0.77
B'z,有頂天,https://open.spotify.com/track/5pwWqj6xvpuwsYpC2dz6hN,./downloaded_mp3/B'z_有頂天.mp3,1,100,65.21,26.33,14,913,-0.78,0.07
JYJ,WAKE ME TONIGHT,https://open.spotify.com/track/1EuWK90SKHWoJBQoGmjr61,./downloaded_mp3/JYJ_WAKE ME TONIGHT.mp3,98,98,71.5,26.65,4,286,-0.32,-1.96
大原櫻子,瞳,https://open.spotify.com/track/0CpElcrLvqZyGUa4tc3Zcn,./downloaded_mp3/大原櫻子_瞳.mp3,91,98,48.73,33.26,15,731,0.07,-1.54
凛として時雨,Who What Who What,https://open.spotify.com/track/0FLvllAtJg4ut2u0OiEg4m,./downloaded_mp3/凛として時雨_Who What Who What.mp3,89,97,70.25,30.48,4,281,-0.39,-1.98
黒木渚,虎視眈々と淡々と,https://open.spotify.com/track/6UH6bx76Dnzg6Dt2tYnQjH,./downloaded_mp3/黒木渚_虎視眈々と淡々と.mp3,86,86,39.4,34.62,5,197,0.28,-2.01
米津玄師,Flowerwall,https://open.spotify.com/track/1hmMuKG0w5DUa6NOTCT119,./downloaded_mp3/米津玄師_Flowerwall.mp3,84,96,66.5,15.94,8,532,0.73,-1.16
SEKAI NO OWARI,マーメイドラプソディー,https://open.spotify.com/track/7EBmiPB0VpJ5L8ts6R71TS,./downloaded_mp3/SEKAI NO OWARI_マーメイドラプソディー.mp3,83,83,50.67,37.21,3,152,-0.21,-2.33
NEWS,KAGUYA,https://open.spotify.com/track/1S5ji9FWSm9iDXghdAJuR7,./downloaded_mp3/NEWS_KAGUYA.mp3,82,100,68.4,37.4,5,342,-0.65,-1.49
Rihwa,Snowing Day,https://open.spotify.com/track/4HPiAx94NF1eCgj0sHeCbF,./downloaded_mp3/Rihwa_Snowing Day.mp3,79,79,52.67,22.94,3,158,0.36,-2.33
TRUSTRICK,FLYING FAFNIR,https://open.spotify.com/track/1duXQIOOeeZQCmqv0Caw82,./downloaded_mp3/TRUSTRICK_FLYING FAFNIR.mp3,78,92,61.8,34.38,5,309,-0.84,-1.16
水樹奈々,エデン,https://open.spotify.com/track/6V7RH9hdoz51ieBd3EgduC,./downloaded_mp3/水樹奈々_エデン.mp3,77,99,75.33,24.54,3,226,-0.07,-2.33
ONE OK ROCK,Cry out,https://open.spotify.com/track/1yDQHmQ4uxcC3qrYpd702l,./downloaded_mp3/ONE OK ROCK_Cry out.mp3,71,85,55.89,33.06,9,503,-0.64,-1.45
Superfly,White Light,https://open.spotify.com/track/2I5HogiujvhwBQY6FctIn5,./downloaded_mp3/Superfly_White Light.mp3,69,76,51.75,31.08,4,207,-0.58,-1.81
クマムシ,あったかいんだからぁ♪,https://open.spotify.com/track/0V3tSGFLS9h2DQg1fSwowT,./downloaded_mp3/クマムシ_あったかいんだからぁ♪.mp3,68,99,79.94,20.32,16,1279,-1.13,0.19
BLUE ENCOUNT,もっと光を,https://open.spotify.com/track/4ccFnBH1rfn2PqIkoFDPou,./downloaded_mp3/BLUE ENCOUNT_もっと光を.mp3,63,88,52.83,26.59,6,317,0.07,-1.94
Silent Siren,KAKUMEI,https://open.spotify.com/track/5AGTR3NZcFEfiZn9rmJtCs,./downloaded_mp3/Silent Siren_KAKUMEI.mp3,61,89,51.33,27.92,6,308,-0.1,-1.79
キュウソネコカミ,GALAXY,https://open.spotify.com/track/1sZo7FJeSTQUuBRwWX955J,./downloaded_mp3/キュウソネコカミ_GALAXY.mp3,59,82,63.75,16.17,4,255,-0.09,-2.03
家入レオ,miss you,https://open.spotify.com/track/2jwPPy7ZmQBjAz53KAhaic,./downloaded_mp3/家入レオ_miss you.mp3,58,97,64.56,23.78,9,581,-0.28,-1.41
Nothing's Carved In Stone,Gravity,https://open.spotify.com/track/7J2UwbCrqfvvdLmWydnMdN,./downloaded_mp3/Nothing's Carved In Stone_Gravity.mp3,49,79,46.33,34.08,3,139,-0.08,-2.33
KANA-BOON,スノーグローブ,https://open.spotify.com/track/2iP183cNAZ1njYjvm49yAm,./downloaded_mp3/KANA-BOON_スノーグローブ.mp3,43,45,40.0,7.0,3,120,-0.35,-2.33
AAA,I'll be there,https://open.spotify.com/track/1iFXoTVnk0p7aJNRgl3nhQ,./downloaded_mp3/AAA_I'll be there.mp3,34,86,49.5,25.53,4,198,0.56,-1.84
"Fear,and Loathing in Las Vegas",Let Me Hear,https://open.spotify.com/track/1llkMtLL4vbe0pr3NV2ckg,"./downloaded_mp3/Fear,and Loathing in Las Vegas_Let Me Hear.mp3",31,94,59.67,31.88,3,179,0.17,-2.33
LAMP IN TERREN,緑閃光,https://open.spotify.com/track/6x76PNbg1MUO6dWFsAtenc,./downloaded_mp3/LAMP IN TERREN_緑閃光.mp3,22,56,34.0,19.08,3,102,0.38,-2.33
indigo la End,夜汽車は走る,https://open.spotify.com/track/34VDqFr1YtQ4bnjttqflx2,./downloaded_mp3/indigo la End_夜汽車は走る.mp3,20,50,22.25,20.37,4,89,0.35,-1.84
[Alexandros],ワタリドリ,https://open.spotify.com/track/0ve9Tpz8Yw0I4eXhWsy21o,./downloaded_mp3/[ALEXANDROS]_ワタリドリ.mp3,11,98,39.31,19.7,140,5503,0.08,-0.22
MISIA,Everything,https://open.spotify.com/track/6bkJ4p6uSKmSnKxYpmB4aG,./downloaded_mp3/MISIA_Everything.mp3,3,21,8.43,7.39,7,59,0.51,-1.51
Dream,こんなにも,https://open.spotify.com/track/2aAY6wx1M3Gz5sAWWfZM9Y,./downloaded_mp3/Dream_こんなにも.mp3,2,87,50.75,39.02,4,203,-0.22,-2.15
AKINO from bless4,海色,https://open.spotify.com/track/6yJc3Tvw3sEnqbitf6nKMu,./downloaded_mp3/AKINO from bless4_海色.mp3,99,99,73.29,20.23,7,513,-0.18,-1.51
西沢幸奏,吹雪,https://open.spotify.com/track/0UpfqToYuoB8rUYDQI6nJA,./downloaded_mp3/西沢幸奏_吹雪.mp3,98,98,70.29,19.75,7,492,-0.03,-1.48
Flower,さよなら、アリス,https://open.spotify.com/track/5h964EJFMH6zU1SchV9pPI,./downloaded_mp3/Flower_さよなら、アリス.mp3,94,94,67.33,27.42,6,404,-0.67,-1.31
chay,あなたに恋をしてみました,https://open.spotify.com/track/5I6WdS2GmBRLjCwHQvGr3s,./downloaded_mp3/chay_あなたに恋をしてみました.mp3,93,95,66.12,27.88,26,1719,-0.62,-1.03
MAN WITH A MISSION,Seven Deadly Sins,https://open.spotify.com/track/2s2fORtcrwKwsmC4jNc8mJ,./downloaded_mp3/MAN WITH A MISSION_Seven Deadly Sins.mp3,92,99,58.56,33.12,9,527,-0.3,-1.59
amazarashi,季節は次々死んでいく,https://open.spotify.com/track/6dQ3lcQG2MuIQ0P7GSYQeJ,./downloaded_mp3/amazarashi_季節は次々死んでいく.mp3,88,88,43.0,32.8,5,215,0.23,-1.88
